Well_ID,Well_Name,X_UTM_m,Y_UTM_m,CRS_EPSG,Field,Block,Quadrant,Trajectory,Status,Completion_Type,Spud_Date,Completion_Date,KB_Elevation_m,Water_Depth_m,Top_Reservoir_TVDSS_m,Gross_Thickness_m,Net_to_Gross_frac,NetPay_m,Porosity_frac,Permeability_mD,Water_Saturation_frac,Oil_Saturation_frac,Gas_Saturation_frac,Total_Depth_MD_m,Total_Depth_TVDSS_m,Deviation_Azimuth_deg,Max_Inclination_deg,Lateral_Length_m,Distance_to_Nearest_Fault_m,Nearest_Fault_ID,Reservoir_Quality_Index
KW-0091,Kimbala-0091,523968.53,791916.9,32632,Kimbala,B04-06,NE,Deviated,Producer,Oil,2020-03-02,2020-05-28,121.8,25.1,2518.1,48.5,0.306,12.8,0.101,6.5,0.66,0.325,0.015,3150.2,3150.2,11.6,42.5,998.5,1423.8,F06,28.0
KW-0092,Kimbala-0092,521084.98,779132.83,32632,Kimbala,B02-06,SE,Vertical,Producer,Oil,2017-08-09,2017-10-24,141.7,26.8,2704.9,54.4,0.511,27.6,0.099,16.0,0.61,0.322,0.068,3100.6,3100.6,,3.3,0.0,1084.7,F06,33.9
KW-0093,Kimbala-0093,505852.42,781672.05,32632,Kimbala,B02-03,SW,Deviated,Injector,WaterInjector,2022-11-20,2023-04-16,161.3,37.7,2657.8,51.3,0.418,19.5,0.144,55.3,0.52,0.391,0.089,3293.1,3293.1,270.8,37.6,1109.9,2371.0,F04,43.8
KW-0094,Kimbala-0094,520030.1,780791.21,32632,Kimbala,B02-06,SE,Deviated,Appraisal,Suspended,2016-02-24,2016-06-15,128.3,34.3,2712.3,47.6,0.356,14.4,0.147,10.2,0.663,0.303,0.033,3154.6,3154.6,133.9,49.6,1053.7,272.9,F06,38.0
KW-0095,Kimbala-0095,526045.14,795397.44,32632,Kimbala,B05-07,NE,Vertical,Producer,Oil,2024-03-26,2024-04-21,145.5,18.3,2455.1,50.3,0.575,26.6,0.116,10.4,0.579,0.361,0.06,3025.1,3025.1,,5.4,0.0,2783.0,F06,35.5
KW-0096,Kimbala-0096,506490.63,792362.76,32632,Kimbala,B04-03,NW,Deviated,Producer,Gas,2018-06-20,2018-10-27,139.2,36.0,2516.9,54.5,0.576,24.8,0.15,34.3,0.658,0.29,0.052,3128.4,3128.4,86.5,29.8,395.2,4586.1,F04,44.7
KW-0097,Kimbala-0097,519177.78,774084.22,32632,Kimbala,B01-05,SE,Deviated,Appraisal,Suspended,2021-09-01,2022-01-10,116.4,24.8,2852.9,37.4,0.155,5.1,0.098,9.1,0.507,0.441,0.052,3290.5,3290.5,225.6,45.5,927.4,1091.2,F06,26.5
KW-0098,Kimbala-0098,521980.41,780205.57,32632,Kimbala,B02-06,SE,Vertical,DryHole,Dry,2019-04-05,2019-05-14,149.1,17.8,2674.9,54.7,0.431,21.8,0.112,12.8,0.627,0.371,0.003,3115.8,3115.8,,1.2,0.0,1754.1,F06,34.2
KW-0099,Kimbala-0099,512119.84,789003.79,32632,Kimbala,B03-04,NE,Horizontal,Appraisal,Suspended,2023-09-18,2023-12-05,145.7,44.9,2554.5,55.5,0.263,13.4,0.117,24.8,0.645,0.323,0.032,4284.1,3450.5,94.2,85.2,1593.4,1623.8,F04,34.8
KW-0100,Kimbala-0100,507248.68,779448.21,32632,Kimbala,B02-03,SW,Vertical,Appraisal,Suspended,2022-04-05,2022-06-25,158.7,0.0,2692.0,64.7,0.407,21.5,0.158,64.8,0.526,0.422,0.051,3523.1,3523.1,,5.3,0.0,413.2,F04,47.2
KW-0101,Kimbala-0101,502580.63,790151.76,32632,Kimbala,B04-03,NW,Horizontal,Producer,Oil,2016-08-27,2016-11-30,172.9,28.3,2497.0,77.6,0.335,20.3,0.168,62.0,0.514,0.464,0.022,3743.7,3105.9,51.7,85.3,817.3,6303.6,F03,48.8
KW-0102,Kimbala-0102,519093.28,793511.48,32632,Kimbala,B04-05,NE,Horizontal,Producer,Oil+Gas,2023-10-03,2024-04-15,142.6,38.1,2530.4,52.7,0.434,20.2,0.129,9.0,0.459,0.412,0.129,4165.1,3478.1,68.7,85.7,1407.8,1426.6,F05,35.8
KW-0103,Kimbala-0103,520544.72,773747.92,32632,Kimbala,B01-06,SE,Deviated,DryHole,Dry,2018-05-14,2018-07-25,148.2,24.9,2898.7,44.5,0.382,13.2,0.139,8.7,0.602,0.379,0.019,3445.4,3445.4,325.8,35.2,764.9,2485.2,F06,35.8
KW-0104,Kimbala-0104,509040.39,772798.43,32632,Kimbala,B01-04,SW,Horizontal,Producer,Gas,2020-08-13,2020-10-14,143.6,55.9,2901.5,66.4,0.291,14.9,0.146,10.8,0.653,0.294,0.053,4835.8,3827.5,177.7,80.5,2031.4,2778.7,F05,38.1
KW-0105,Kimbala-0105,511188.06,783633.59,32632,Kimbala,B03-04,SE,Horizontal,Producer,Oil+Gas,2015-12-15,2016-03-05,140.1,72.8,2610.5,70.6,0.554,35.3,0.21,137.3,0.641,0.348,0.011,4089.0,3439.5,100.3,80.2,1269.6,2212.2,F04,62.6
KW-0106,Kimbala-0106,519449.33,788619.47,32632,Kimbala,B03-05,NE,Horizontal,Abandoned,Plugged,2019-04-17,2019-07-06,152.7,25.9,2541.3,75.5,0.289,19.3,0.118,18.3,0.671,0.263,0.066,3949.8,3034.6,116.5,89.7,1048.6,2366.8,F06,35.6
KW-0107,Kimbala-0107,517089.93,773227.48,32632,Kimbala,B01-05,SE,Vertical,Appraisal,Suspended,2022-10-28,2023-01-06,144.3,58.5,2895.7,53.9,0.426,19.3,0.142,9.4,0.766,0.233,0.001,3367.2,3367.2,,2.7,0.0,528.7,F06,38.1
KW-0108,Kimbala-0108,521801.24,791103.39,32632,Kimbala,B04-06,NE,Vertical,DryHole,Dry,2019-10-21,2019-11-16,132.3,55.2,2517.9,43.8,0.417,15.7,0.154,13.3,0.584,0.432,0.0,2988.2,2988.2,,4.7,0.0,543.6,F06,40.5
KW-0109,Kimbala-0109,504216.56,794110.3,32632,Kimbala,B04-03,NW,Deviated,Producer,Oil,2023-09-19,2024-01-10,146.3,12.3,2466.5,62.5,0.52,27.6,0.109,6.1,0.755,0.192,0.053,2906.0,2906.0,200.2,31.4,726.1,7176.9,F04,32.9
KW-0110,Kimbala-0110,519132.39,781791.74,32632,Kimbala,B02-05,SE,Deviated,Appraisal,Suspended,2020-08-28,2021-01-19,142.8,53.6,2675.8,48.3,0.374,16.5,0.147,44.3,0.463,0.429,0.107,3097.2,3097.2,202.6,36.8,438.9,1348.2,F06,43.0
KW-0111,Kimbala-0111,511533.95,783145.17,32632,Kimbala,B02-04,SE,Vertical,DryHole,Dry,2021-11-11,2022-03-29,142.3,13.6,2637.4,61.2,0.696,40.1,0.172,154.3,0.454,0.472,0.074,3243.2,3243.2,,3.9,0.0,2679.9,F04,57.2
KW-0112,Kimbala-0112,508036.5,772763.0,32632,Kimbala,B01-04,SW,Horizontal,Abandoned,Plugged,2015-12-03,2016-03-29,154.7,28.9,2929.0,50.5,0.441,22.6,0.167,9.6,0.544,0.403,0.052,5022.4,3797.9,50.2,88.9,2302.0,2196.1,F04,43.5
KW-0113,Kimbala-0113,515072.81,792226.57,32632,Kimbala,B04-05,NE,Deviated,Producer,Oil,2018-07-18,2018-11-01,156.5,31.6,2541.1,57.7,0.327,17.5,0.139,10.9,0.676,0.291,0.032,3098.3,3098.3,125.4,33.6,784.6,2106.4,F05,37.5
KW-0114,Kimbala-0114,512506.86,798325.4,32632,Kimbala,B05-04,NE,Vertical,DryHole,Dry,2018-07-12,2018-08-15,147.8,37.2,2473.1,63.8,0.402,21.9,0.095,10.5,0.653,0.25,0.097,2945.5,2945.5,,1.3,0.0,41.1,F04,30.5
KW-0115,Kimbala-0115,504381.35,779236.61,32632,Kimbala,B02-03,SW,Horizontal,DryHole,Dry,2018-11-06,2019-01-09,147.8,56.0,2709.1,58.6,0.577,24.0,0.181,24.7,0.476,0.476,0.049,3885.1,3330.3,212.0,79.9,808.1,3109.7,F04,49.3
KW-0116,Kimbala-0116,524501.31,786065.21,32632,Kimbala,B03-06,NE,Horizontal,Producer,Oil,2020-09-07,2021-02-20,148.4,52.0,2517.8,49.1,0.513,22.6,0.161,31.3,0.405,0.561,0.034,4649.5,2983.4,287.5,81.4,2541.0,3085.8,F06,45.9
KW-0117,Kimbala-0117,510158.0,788934.97,32632,Kimbala,B03-04,NE,Vertical,Injector,WaterInjector,2022-09-28,2023-01-10,147.3,19.7,2537.7,73.3,0.324,22.0,0.09,17.6,0.588,0.381,0.031,2928.9,2928.9,,4.5,0.0,246.4,F04,31.1
KW-0118,Kimbala-0118,516886.48,784000.73,32632,Kimbala,B03-05,SE,Horizontal,Producer,Oil+Gas,2016-12-12,2017-05-12,119.1,6.4,2625.9,91.5,0.518,36.8,0.188,128.3,0.441,0.531,0.029,4768.7,3331.9,189.6,84.3,2191.1,1832.4,F05,58.8
KW-0119,Kimbala-0119,514228.98,787662.76,32632,Kimbala,B03-05,NE,Vertical,Producer,Oil+Gas,2018-04-14,2018-06-15,154.1,33.2,2548.1,73.3,0.374,26.2,0.123,43.5,0.742,0.216,0.042,2808.1,2808.1,,1.6,0.0,1704.4,F05,40.9
KW-0120,Kimbala-0120,513939.6,779001.52,32632,Kimbala,B02-05,SE,Deviated,DryHole,Dry,2021-09-06,2021-12-14,155.2,35.1,2749.2,59.6,0.486,24.6,0.138,15.5,0.596,0.359,0.045,3139.0,3139.0,125.5,46.7,432.4,323.3,F05,40.2
KW-0121,Kimbala-0121,497103.43,784259.14,32632,Kimbala,B03-02,SW,Deviated,Appraisal,Suspended,2021-10-01,2022-01-15,152.7,65.6,2599.4,56.5,0.378,16.9,0.112,12.1,0.631,0.261,0.108,3115.7,3115.7,82.4,24.3,658.9,860.1,F03,32.7
KW-0122,Kimbala-0122,503542.75,787644.18,32632,Kimbala,B03-03,NW,Deviated,Producer,Oil+Gas,2023-04-03,2023-05-02,140.2,47.8,2537.8,74.7,0.336,22.6,0.192,128.9,0.526,0.476,0.0,2976.0,2976.0,293.1,41.2,1157.1,6245.0,F04,55.9
KW-0123,Kimbala-0123,528206.25,790875.37,32632,Kimbala,B04-07,NE,Vertical,DryHole,Dry,2020-02-13,2020-06-19,137.8,31.7,2465.0,73.9,0.465,30.2,0.125,7.2,0.525,0.422,0.053,2967.2,2967.2,,4.2,0.0,2156.1,F07,36.9
KW-0124,Kimbala-0124,510664.58,779908.65,32632,Kimbala,B02-04,SE,Vertical,Producer,Oil+Gas,2023-01-29,2023-05-15,146.7,27.1,2712.6,52.0,0.515,23.3,0.138,221.5,0.592,0.34,0.068,3351.1,3351.1,,0.2,0.0,2741.4,F04,48.0
KW-0125,Kimbala-0125,521486.93,790496.38,32632,Kimbala,B04-06,NE,Horizontal,Producer,Oil+Gas,2021-06-07,2021-09-02,174.6,33.0,2534.8,37.3,0.269,9.8,0.136,13.4,0.74,0.263,0.0,3831.0,3454.9,279.1,84.1,1260.9,733.7,F06,35.6
KW-0126,Kimbala-0126,518054.49,788483.94,32632,Kimbala,B03-05,NE,Vertical,Producer,Gas,2021-07-13,2021-09-06,136.4,47.7,2536.3,68.4,0.483,34.4,0.13,49.8,0.445,0.418,0.137,3150.0,3150.0,,2.4,0.0,1764.3,F05,44.7
KW-0127,Kimbala-0127,495634.04,787939.76,32632,Kimbala,B03-01,NW,Deviated,Appraisal,Suspended,2022-04-16,2022-06-24,130.1,47.7,2554.9,44.0,0.531,24.3,0.134,17.9,0.628,0.363,0.009,2931.3,2931.3,77.0,21.3,386.6,630.3,F03,39.8
KW-0128,Kimbala-0128,522590.76,794830.69,32632,Kimbala,B04-06,NE,Deviated,DryHole,Dry,2020-07-12,2020-11-01,159.3,42.6,2472.2,33.2,0.398,10.1,0.138,15.3,0.636,0.348,0.016,3121.1,3121.1,184.6,43.7,1166.2,494.9,F06,36.4
KW-0129,Kimbala-0129,508037.77,782879.84,32632,Kimbala,B02-04,SW,Deviated,Producer,Oil+Gas,2015-12-28,2016-05-24,153.1,77.2,2580.9,63.4,0.381,24.8,0.144,45.0,0.616,0.281,0.102,3174.0,3064.8,332.8,44.9,663.1,605.9,F04,44.5
KW-0130,Kimbala-0130,523471.65,794113.16,32632,Kimbala,B04-06,NE,Horizontal,Producer,Gas,2022-03-26,2022-10-31,134.4,44.4,2480.8,43.1,0.406,16.1,0.128,9.3,0.588,0.267,0.145,4293.0,3209.2,96.4,90.8,1683.8,508.8,F06,34.8
KW-0131,Kimbala-0131,511418.11,792873.98,32632,Kimbala,B04-04,NE,Deviated,Producer,Oil,2021-04-23,2021-06-23,140.2,21.5,2544.2,46.4,0.447,22.1,0.105,9.0,0.628,0.381,0.0,3003.4,3003.4,252.1,48.9,971.6,123.5,F04,32.0
KW-0132,Kimbala-0132,526591.07,795150.09,32632,Kimbala,B04-07,NE,Deviated,Appraisal,Suspended,2024-04-03,2024-08-18,142.3,68.4,2425.7,71.1,0.441,32.2,0.125,7.7,0.5,0.427,0.073,3008.5,3008.5,143.7,35.7,1073.6,3366.6,F06,37.8
KW-0133,Kimbala-0133,499411.6,783887.94,32632,Kimbala,B03-02,SW,Horizontal,Appraisal,Suspended,2023-07-22,2023-08-28,147.7,47.2,2573.0,28.9,0.405,10.6,0.13,13.2,0.442,0.523,0.035,4793.9,3123.5,339.5,80.5,2390.5,3170.4,F03,34.7
KW-0134,Kimbala-0134,513395.64,777626.19,32632,Kimbala,B02-04,SE,Vertical,Producer,Oil,2024-03-30,2024-07-08,158.8,43.8,2786.7,47.1,0.406,17.3,0.126,13.2,0.633,0.325,0.042,3293.6,3293.6,,4.0,0.0,163.4,F05,35.7
KW-0135,Kimbala-0135,515949.29,788616.94,32632,Kimbala,B03-05,NE,Deviated,Producer,Oil,2021-04-24,2021-07-11,156.4,28.1,2530.6,42.3,0.47,19.0,0.124,15.6,0.515,0.393,0.093,3094.0,3094.0,324.6,52.0,1010.1,300.3,F05,36.2
KW-0136,Kimbala-0136,503730.22,774378.64,32632,Kimbala,B01-03,SW,Vertical,Appraisal,Suspended,2022-04-26,2022-06-18,126.3,60.5,2842.3,49.0,0.486,24.7,0.112,18.3,0.591,0.386,0.023,3371.3,3371.3,,0.7,0.0,2389.3,F04,35.8
KW-0137,Kimbala-0137,515944.32,785856.58,32632,Kimbala,B03-05,NE,Vertical,DryHole,Dry,2018-04-19,2018-08-12,129.5,29.5,2568.2,90.0,0.401,28.5,0.171,202.4,0.572,0.369,0.059,3073.5,3073.5,,4.4,0.0,430.0,F05,54.9
KW-0138,Kimbala-0138,519870.52,785852.51,32632,Kimbala,B03-06,NE,Horizontal,DryHole,Dry,2017-10-17,2018-01-11,126.5,22.7,2556.4,76.8,0.463,28.9,0.157,210.2,0.556,0.418,0.026,3879.8,3553.7,88.3,91.5,819.8,1414.9,F06,52.7
KW-0139,Kimbala-0139,522982.92,786748.26,32632,Kimbala,B03-06,NE,Vertical,Injector,WaterInjector,2016-01-16,2016-02-15,138.9,34.6,2529.1,68.8,0.413,24.8,0.129,80.8,0.462,0.475,0.063,2957.9,2957.9,,-3.3,0.0,1463.5,F06,43.6
KW-0140,Kimbala-0140,511632.69,795912.17,32632,Kimbala,B05-04,NE,Vertical,Abandoned,Plugged,2023-01-23,2023-06-15,167.1,17.2,2508.3,43.4,0.398,16.0,0.13,11.2,0.524,0.454,0.022,2936.1,2936.1,,2.4,0.0,305.8,F04,35.6
KW-0141,Kimbala-0141,505496.42,774955.93,32632,Kimbala,B01-03,SW,Vertical,Abandoned,Plugged,2017-05-06,2017-06-30,148.1,30.9,2847.7,29.7,0.372,10.2,0.128,20.8,0.581,0.325,0.094,3248.3,3248.3,,5.7,0.0,852.2,F04,35.5
KW-0142,Kimbala-0142,513946.5,791042.37,32632,Kimbala,B04-05,NE,Vertical,DryHole,Dry,2020-08-30,2020-12-09,142.3,33.2,2542.3,48.6,0.558,22.9,0.119,19.1,0.569,0.333,0.098,3147.9,2924.1,,2.7,0.0,2876.7,F05,36.8
KW-0143,Kimbala-0143,512762.08,782242.79,32632,Kimbala,B02-04,SE,Vertical,Appraisal,Suspended,2022-11-14,2023-03-13,154.2,54.3,2645.3,59.6,0.556,26.7,0.184,241.3,0.505,0.41,0.084,3195.8,3053.4,,0.4,0.0,1674.9,F05,57.5
KW-0144,Kimbala-0144,503344.12,785678.28,32632,Kimbala,B03-03,NW,Vertical,Injector,WaterInjector,2022-05-28,2022-08-29,145.6,47.5,2537.0,81.1,0.529,36.3,0.162,73.7,0.566,0.419,0.015,3064.6,3064.6,,3.8,0.0,5891.1,F04,52.1
KW-0145,Kimbala-0145,520312.25,782364.1,32632,Kimbala,B02-06,SE,Vertical,Producer,Oil,2020-10-14,2021-01-31,148.5,29.9,2630.0,47.7,0.424,17.8,0.128,32.0,0.612,0.344,0.045,3020.5,3020.5,,4.2,0.0,302.4,F06,38.7
KW-0146,Kimbala-0146,514015.76,795508.93,32632,Kimbala,B05-05,NE,Deviated,Producer,Oil,2017-05-04,2017-07-19,150.5,28.4,2502.5,57.5,0.539,29.7,0.146,8.5,0.454,0.451,0.095,3256.5,3234.2,59.6,34.1,641.9,2108.7,F04,41.2
KW-0147,Kimbala-0147,499836.25,784130.39,32632,Kimbala,B03-02,SW,Deviated,DryHole,Dry,2015-05-08,2015-09-16,137.2,36.2,2551.6,47.5,0.473,21.5,0.148,11.2,0.531,0.448,0.021,3012.0,3012.0,215.4,49.9,674.3,3593.7,F03,40.2
KW-0148,Kimbala-0148,502584.02,789047.91,32632,Kimbala,B03-03,NW,Vertical,Appraisal,Suspended,2016-04-04,2016-07-28,163.4,42.6,2543.9,75.0,0.592,38.8,0.163,125.8,0.654,0.274,0.072,3059.0,3059.0,,5.8,0.0,6313.3,F03,54.6
KW-0149,Kimbala-0149,514747.96,776306.61,32632,Kimbala,B01-05,SE,Deviated,DryHole,Dry,2020-06-07,2020-09-20,145.8,57.0,2854.4,53.2,0.439,18.2,0.112,8.5,0.7,0.268,0.032,3453.1,3453.1,1.4,37.3,435.2,1813.6,F05,32.1
KW-0150,Kimbala-0150,508243.09,790011.77,32632,Kimbala,B04-04,NW,Deviated,DryHole,Dry,2020-01-14,2020-05-22,136.5,34.2,2514.4,60.1,0.417,24.4,0.162,18.8,0.699,0.26,0.041,3263.9,3263.9,323.9,31.8,600.2,2378.3,F04,45.0
KW-0151,Kimbala-0151,500629.16,776169.2,32632,Kimbala,B01-02,SW,Deviated,Abandoned,Plugged,2024-10-13,2024-12-31,131.2,57.6,2790.2,40.7,0.397,14.4,0.121,13.4,0.624,0.331,0.045,3272.9,3229.7,330.4,24.9,819.0,4432.0,F03,34.1
KW-0152,Kimbala-0152,507729.33,776996.66,32632,Kimbala,B01-03,SW,Deviated,DryHole,Dry,2015-04-05,2015-05-21,142.6,28.8,2788.8,66.7,0.283,16.4,0.163,20.1,0.575,0.383,0.042,3458.4,3200.3,261.8,29.4,435.1,727.9,F04,43.4
KW-0153,Kimbala-0153,503968.23,785379.95,32632,Kimbala,B03-03,NW,Deviated,DryHole,Dry,2020-01-18,2020-04-14,122.9,8.9,2532.9,81.8,0.543,37.8,0.182,136.8,0.532,0.445,0.023,3015.1,3015.1,83.9,51.7,381.4,5208.8,F04,58.1
KW-0154,Kimbala-0154,516677.83,772283.54,32632,Kimbala,B01-05,SE,Vertical,Producer,Oil+Gas,2019-11-06,2020-04-03,139.4,36.2,2938.5,61.1,0.287,16.6,0.084,5.8,0.563,0.364,0.073,3441.8,3397.2,,3.0,0.0,560.5,F06,25.5
KW-0155,Kimbala-0155,520926.34,788892.69,32632,Kimbala,B03-06,NE,Horizontal,Producer,Gas,2018-09-15,2018-11-19,149.2,22.2,2504.7,50.2,0.377,16.8,0.119,56.4,0.546,0.414,0.039,4273.6,3091.6,206.0,86.0,1785.2,971.3,F06,38.5
KW-0156,Kimbala-0156,518932.92,776381.13,32632,Kimbala,B01-05,SE,Vertical,Injector,WaterInjector,2015-02-11,2015-05-17,155.4,61.4,2838.2,55.0,0.29,12.8,0.078,6.5,0.687,0.293,0.02,3394.9,3394.9,,4.3,0.0,10.3,F06,23.7
KW-0157,Kimbala-0157,497930.73,781628.42,32632,Kimbala,B02-02,SW,Deviated,Producer,Oil,2023-05-30,2023-07-22,146.1,21.3,2634.4,52.1,0.332,16.2,0.142,15.8,0.447,0.473,0.08,3248.9,3248.9,240.0,50.5,1089.6,1702.5,F03,38.8
KW-0158,Kimbala-0158,508654.68,788620.51,32632,Kimbala,B03-04,NW,Vertical,Injector,WaterInjector,2020-09-09,2021-01-28,129.0,26.7,2503.2,48.5,0.4,17.6,0.107,13.8,0.644,0.33,0.026,3130.6,3130.6,,3.5,0.0,1603.7,F04,32.3
KW-0159,Kimbala-0159,504149.2,784226.3,32632,Kimbala,B03-03,SW,Vertical,Producer,Oil,2020-11-25,2021-04-12,152.4,47.2,2571.0,72.9,0.496,30.0,0.148,62.4,0.626,0.317,0.057,3025.3,3025.3,,4.9,0.0,4715.3,F04,47.5
KW-0160,Kimbala-0160,518902.18,772209.35,32632,Kimbala,B01-05,SE,Horizontal,Producer,Oil+Gas,2020-08-14,2020-12-26,138.1,27.9,2945.4,66.9,0.526,31.6,0.121,15.8,0.49,0.47,0.04,5009.0,3369.7,228.6,90.0,1977.5,1532.1,F06,38.9
KW-0161,Kimbala-0161,499609.92,791303.95,32632,Kimbala,B04-02,NW,Vertical,Injector,WaterInjector,2016-10-23,2017-03-20,139.7,35.0,2490.2,39.6,0.361,12.0,0.144,17.0,0.713,0.206,0.081,3076.7,3076.7,,2.8,0.0,3326.3,F03,38.3
KW-0162,Kimbala-0162,510509.36,774198.45,32632,Kimbala,B01-04,SE,Horizontal,DryHole,Dry,2022-09-04,2022-12-03,152.6,26.4,2863.7,57.8,0.473,23.7,0.093,8.0,0.685,0.21,0.104,4042.3,3565.3,285.2,83.8,1024.2,1726.7,F05,29.7
KW-0163,Kimbala-0163,507208.42,786203.94,32632,Kimbala,B03-03,NW,Deviated,Producer,Oil,2021-12-26,2022-02-08,146.3,30.5,2548.3,62.9,0.485,27.8,0.161,49.9,0.47,0.498,0.032,2823.8,2823.8,316.0,23.5,569.1,2323.8,F04,48.7
KW-0164,Kimbala-0164,499221.51,778771.88,32632,Kimbala,B02-02,SW,Vertical,DryHole,Dry,2020-11-07,2021-02-06,144.2,50.2,2709.8,47.9,0.434,18.5,0.126,11.7,0.468,0.464,0.069,3270.0,3270.0,,1.8,0.0,3009.6,F03,35.5
KW-0165,Kimbala-0165,502323.99,777140.98,32632,Kimbala,B01-03,SW,Vertical,Abandoned,Plugged,2019-08-03,2019-10-22,142.5,32.3,2783.9,63.6,0.415,22.9,0.14,16.7,0.591,0.369,0.039,3341.7,3341.7,,2.7,0.0,4505.8,F04,40.3
KW-0166,Kimbala-0166,502535.14,774553.73,32632,Kimbala,B01-03,SW,Vertical,Injector,WaterInjector,2022-05-11,2022-07-16,148.3,63.6,2849.0,64.3,0.475,26.4,0.099,11.1,0.502,0.409,0.089,3343.9,3343.9,,5.4,0.0,3586.1,F04,32.5
KW-0167,Kimbala-0167,524477.31,787924.57,32632,Kimbala,B03-06,NE,Horizontal,Appraisal,Suspended,2016-02-05,2016-04-06,149.7,36.2,2537.9,57.6,0.574,30.2,0.129,118.2,0.655,0.299,0.046,5056.1,3200.1,119.3,91.7,2872.3,2700.2,F06,46.1
KW-0168,Kimbala-0168,516237.75,793443.54,32632,Kimbala,B04-05,NE,Vertical,Appraisal,Suspended,2017-01-19,2017-05-16,151.1,43.1,2552.1,43.1,0.421,17.6,0.1,21.9,0.727,0.275,0.0,3089.8,3089.8,,1.9,0.0,1307.7,F05,32.4
KW-0169,Kimbala-0169,509197.13,773626.98,32632,Kimbala,B01-04,SW,Vertical,DryHole,Dry,2023-12-08,2024-04-26,137.3,52.4,2894.2,58.5,0.374,16.7,0.122,9.6,0.525,0.398,0.078,3396.5,3396.5,,1.4,0.0,2843.9,F05,33.9
KW-0170,Kimbala-0170,510703.94,787734.06,32632,Kimbala,B03-04,NE,Deviated,Producer,Oil+Gas,2023-12-17,2024-04-04,172.4,21.8,2520.0,37.2,0.498,15.6,0.11,16.8,0.655,0.262,0.082,3018.2,2963.5,63.1,36.6,901.2,610.9,F04,33.0
KW-0171,Kimbala-0171,518823.01,783355.05,32632,Kimbala,B03-05,SE,Vertical,Injector,WaterInjector,2017-10-31,2018-01-24,142.8,22.1,2606.6,55.6,0.564,33.5,0.148,51.0,0.625,0.315,0.06,3152.3,3152.3,,6.2,0.0,1956.1,F06,47.8
KW-0172,Kimbala-0172,494744.06,779181.97,32632,Kimbala,B02-01,SW,Horizontal,Producer,Oil,2023-05-16,2023-07-05,145.8,0.0,2769.8,52.0,0.382,19.3,0.15,3.2,0.618,0.375,0.007,4459.9,3350.2,338.9,86.2,1546.9,1470.2,F03,36.8
KW-0173,Kimbala-0173,503921.94,789401.11,32632,Kimbala,B04-03,NW,Vertical,Appraisal,Suspended,2023-12-20,2024-02-24,158.6,2.1,2526.3,75.8,0.4,27.9,0.163,68.8,0.292,0.678,0.03,3088.4,3015.8,,1.9,0.0,6367.4,F04,50.1
KW-0174,Kimbala-0174,512016.19,781222.77,32632,Kimbala,B02-04,SE,Vertical,Producer,Oil,2022-07-03,2022-10-31,148.2,36.1,2656.7,71.5,0.573,36.8,0.178,130.2,0.591,0.339,0.07,3201.3,3201.3,,6.0,0.0,2122.2,F05,57.0
KW-0175,Kimbala-0175,499017.16,774046.37,32632,Kimbala,B01-02,SW,Vertical,Producer,Oil+Gas,2018-08-07,2018-10-07,143.6,28.1,2856.7,54.6,0.44,22.4,0.105,4.7,0.667,0.238,0.095,3238.1,3238.1,,6.2,0.0,2851.1,F03,30.3
KW-0176,Kimbala-0176,500882.66,776066.57,32632,Kimbala,B01-02,SW,Vertical,Producer,Oil,2019-04-02,2019-05-18,135.7,37.9,2801.7,32.9,0.418,12.3,0.146,10.8,0.59,0.343,0.067,3266.8,3266.8,,-0.5,0.0,4686.1,F03,37.4
KW-0177,Kimbala-0177,510213.09,782755.04,32632,Kimbala,B02-04,SE,Horizontal,Appraisal,Suspended,2019-09-29,2020-01-29,131.6,59.2,2636.4,64.5,0.514,26.2,0.178,166.3,0.392,0.547,0.062,4187.9,3462.6,40.5,90.8,1267.1,1518.9,F04,55.0
KW-0178,Kimbala-0178,523502.24,794230.86,32632,Kimbala,B04-06,NE,Vertical,DryHole,Dry,2021-06-29,2021-09-04,129.7,55.8,2517.6,31.9,0.5,14.1,0.129,8.0,0.691,0.247,0.062,2901.7,2901.7,,0.7,0.0,515.9,F06,34.1
KW-0179,Kimbala-0179,499822.93,775996.42,32632,Kimbala,B01-02,SW,Vertical,DryHole,Dry,2017-08-16,2017-11-20,131.1,15.6,2814.4,47.1,0.515,23.3,0.118,12.9,0.558,0.435,0.007,3208.6,3208.6,,3.4,0.0,3626.8,F03,35.6
KW-0180,Kimbala-0180,515830.14,797399.92,32632,Kimbala,B05-05,NE,Vertical,Appraisal,Suspended,2022-08-24,2022-09-23,127.9,31.2,2507.0,70.2,0.456,29.2,0.145,12.7,0.543,0.375,0.082,2894.1,2894.1,,3.6,0.0,2754.2,F05,42.1
KW-0181,Kimbala-0181,511469.98,787304.33,32632,Kimbala,B03-04,NE,Horizontal,Producer,Oil+Gas,2018-12-13,2019-04-11,154.9,41.0,2546.8,40.1,0.374,15.0,0.129,21.5,0.59,0.396,0.015,4213.9,3361.6,165.2,86.3,1441.6,1466.0,F04,37.1
KW-0182,Kimbala-0182,497061.44,780307.99,32632,Kimbala,B02-02,SW,Vertical,Injector,WaterInjector,2016-02-21,2016-06-22,149.6,55.2,2687.9,50.8,0.411,18.8,0.102,16.7,0.66,0.278,0.062,3091.9,3091.9,,2.1,0.0,840.7,F03,32.2
